"date","away","home","doubleheader","name","team","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ab","h","rbi","r","id"
"2018-09-07","SK","롯데",0,"이병규","롯데",7005,0,7005,0,0,2000,0,7101,0,0,0,0,4,0,0,0,751
"2018-09-08","롯데","NC",0,"이병규","롯데",2000,0,0,1303,7303,0,0,3000,0,0,0,0,3,1,1,1,751
"2018-09-09","롯데","NC",0,"이병규","롯데",2000,0,1301,0,7100,0,2000,0,1011,0,0,0,5,2,1,1,751
"2018-09-11","두산","롯데",0,"이병규","롯데",0,1003,0,7100,0,3000,0,0,0,0,0,0,2,1,0,0,751
"2018-09-12","두산","롯데",0,"이병규","롯데",0,0,0,0,0,0,7101,0,0,0,0,0,1,0,0,0,751
"2018-09-14","기아","롯데",0,"이병규","롯데",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2018-09-16","넥센","롯데",0,"이병규","롯데",0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,751
"2018-09-19","롯데","LG",0,"이병규","롯데",0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,751
"2018-09-22","롯데","삼성",0,"이병규","롯데",0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,751
"2018-09-23","롯데","삼성",0,"이병규","롯데",0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,751
"2018-09-25","NC","롯데",0,"이병규","롯데",0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,751
"2018-09-26","NC","롯데",0,"이병규","롯데",0,0,0,0,0,0,0,7402,0,0,0,0,1,0,0,0,751
"2018-09-27","롯데","넥센",0,"이병규","롯데",0,0,0,0,0,5004,0,0,0,0,0,0,0,0,1,0,751
"2018-09-28","롯데","넥센",0,"이병규","롯데",7300,0,2000,0,0,2000,0,0,0,0,0,0,3,0,0,0,751
"2018-09-29","롯데","KT",0,"이병규","롯데",0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,751
"2018-09-30","롯데","KT",0,"이병규","롯데",0,0,0,0,0,1011,0,0,0,0,0,0,1,1,1,0,751
"2018-10-02","롯데","SK",0,"이병규","롯데",0,2000,0,3100,0,0,0,0,0,0,0,0,1,0,0,0,751
